Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education
50,"Lithium-ion battery cap, Self Made",,,"Shenzhen, China",China,,,
59,"Chemicals, Self Made",,,"Chengdu, China",China,,,
72,"Apparel, Self Made",,,"Ningbo, China",China,,,
67,"Stainless steel products, Self Made",,,"Kunshan, China",Taiwan,Married,,
90,"Optical components, Self Made",,,"Taichung, Taiwan",Taiwan,Married,2,"Bachelor of Arts/Science, National Chung Hsing University"
66,"Chemicals, Self Made",,,"Shanghai, China",United States,Married,,
80,"Education, Self Made",,,"Tonghua, China",China,,,
60,"Logistics, Self Made",,,"Shanghai, China",China,,,
78,"Diversified, Self Made",,,"Cairo, Egypt",Egypt,Married,5,"Master of Business Administration, Auburn University; Bachelor of Science in Engineering, North Carolina State University"
79,"Hotels, Self Made",,,"Gold Coast, Australia",Australia,Married,3,
88,"Utilities, diversified, Self Made",,,"Spilamberto, Italy",Italy,,1,"Bachelor of Commerce, University of Bologna"
49,"Private equity, Self Made",,,"New York, New York",United States,Married,,
71,"Shoes, Self Made",,,"Crocetta del Montello, Italy",Italy,Married,1,
78,Fine jewelry,,,"Manama, Bahrain",Lebanon,Married,3,
79,"Transportation, Self Made",,1,"Tolleson, Arizona",United States,Married,10,
64,"Semiconductors, Self Made",,,"Los Altos, California",United States,Married,3,"Bachelor of Engineering, Santa Clara University"
74,Diversified,,,"London, United Kingdom",Sweden,Married,,
73,"Sugar, ethanol",,,"Sao Paulo, Brazil",Brazil,Married,,"Bachelor of Engineering, Polytechnic School of the University of Sao Paulo"
,Finance,,,,Peru,,,
,Finance,,,,Peru,,,
81,"Investments, Self Made",8,,"Bedford, New York",United States,Married,10,"Drop Out, University of Pennsylvania, The Wharton School"
49,Toll roads,,,"Mexico City, Mexico",Mexico,,,
48,H&M,,,"Stockholm, Sweden",Sweden,Married,2,"Bachelor of Arts/Science, London Business School"
55,"Sports drink, Self Made",,,"Windermere, Florida",United States,Married,,"Bachelor of Science, St. John's University"
66,Beer distribution,,,"Palm Beach, Florida",United States,Married,,
40,"Real estate, hotels",,,"Singapore, Singapore",Singapore,Married,,
64,Finance,,,"Lima, Peru",Peru,,,"Master of Business Administration, Tuck School of Business; Bachelor of Arts/Science, University of California, Berkeley"
52,"Hedge fund, Self Made",,,"London, United Kingdom",United Kingdom,,,"Bachelor of Arts/Science, Oxford University; Master, Oxford University"
56,"Healthcare services, Self Made",,,"Coral Gables, Florida",United States,Married,3,"Doctor of Jurisprudence, Nova Southeastern University; Bachelor of Arts, University of Miami"
53,"Facebook, Self Made",6,,"Menlo Park, California",United States,"Widowed, Remarried",5,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University"
63,"Automotive technology, Self Made",,,"Kfar Shmaryahu, Israel",Israel,,,
41,"Social media, Self Made",8,,"San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, Yale University"
64,"retail, Self Made",,,"Singapore, Singapore",Singapore,Married,3,
74,"Investments, Self Made",,,"Moscow, Russia",Russia,Married,1,"Master of Economics, Kuibyshev Planning Institute"
82,"Pharmaceuticals, Self Made",,,"Mumbai, India",India,Married,3,"Master of Arts, Patna University"
64,"Software, Self Made",6,,"Pleasanton, California",United States,Married,2,"Bachelor of Science, Erasmus University Rotterdam, The Netherlands; Master of Science, Erasmus University Rotterdam, The Netherlands"
79,"Airports, real estate, Self Made",,,"Canberra, Australia",Australia,Married,4,
72,"Real estate, Self Made",,,"Sagaponack, New York",United States,Married,,
66,"Hedge funds, Self Made",8,,"San Francisco, California",United States,Separated,4,"Master of Business Administration, Stanford University; Bachelor of Arts/Science, Yale University"
56,"Liquor stores, supermarkets, Self Made",,,"Moscow, Russia",Russia,Married,4,"Bachelor of Technology, Satka Mining and Ceramics College"
74,"Utilities, real estate, Self Made",,,"Shantou, China",China,,,
39,"Instagram, Self Made",,,"San Francisco, California",United States,Married,1,"Bachelor of Arts/Science, Stanford University"
,"Feed, Self Made",,,"Guangzhou, China",China,,,
40,"Beverages, Self Made",,,"Beijing, China",China,,,
,"Semiconductors, Self Made",,,"Shanghai, China",China,,,
79,"Paints, Self Made",,,"Bangkok, Thailand",Thailand,Married,4,
51,"Healthcare IT, Self Made",9,1,"Palo Alto, California",United States,Married,3,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Science, University of Wisconsin Madison"
63,"Contact Lens, Self Made",,,"Hefei, China",China,,,
67,"Telecom, Self Made",,,"Sydney, Australia",Australia,Married,4,
80,"Investments, art",,,Andorra,Spain,Widowed,3,
63,"Automotive, Self Made",,,"Ho Chi Minh City, Vietnam",Vietnam,Married,2,
75,"Telecom, Self Made",,,"Dallas, Texas",United States,Married,3,"Bachelor of Arts/Science, Southern Illinois University"
52,"Gambling products, Self Made",,,"Stockholm, Sweden",Sweden,Divorced,3,"Bachelor of Arts/Economics, Stockholm University"
54,"Pharmaceuticals, Self Made",,,"Chengdu, China",China,Married,,
61,"Medical devices, Self Made",,,"Shenzhen, China",China,,,
71,"Natural gas, Self Made",,,"Cisco, Texas",United States,Married,11,"Diploma, High School"
87,"Real estate, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Married,4,"Bachelor of Arts/Science, Princeton University; Master, Princeton University"
47,"Software, Self Made",,,"Shenzhen, China",China,,,
,"Online games, Self Made",,,"Shanghai, China",China,,,
50,"Electronics, Self Made",,,"Wuxi, China",China,,,
63,"Brewery, Self Made",,,"Suqian, China",China,,,
61,"Education, Self Made",,,"Beijing, China",China,Married,2,"Bachelor of Arts/Science, Peking University"
,"Online games, Self Made",,,"Shanghai, China",China,,,
43,"Education, Self Made",,,"Beijing, China",China,,,"EMBA, China Europe International Business School"
,"Solar, Self Made",,,"Hangzhou, China",China,Married,,
66,"Jewelry, Self Made",,,"Shenzhen, China",China,Married,,
83,Diversified,,,"Helsinki, Finland",Finland,,,
80,"Investments, Self Made",,,"Madrid, Spain",Spain,Married,5,"Doctor of Jurisprudence, Universidad Complutense de Madrid"
52,"Retail, Self Made",,,"Melbourne, Australia",Australia,Married,6,
40,"Flipkart, Self Made",,,"Singapore, Singapore",India,Married,2,"Bachelor of Science in Engineering, Indian Institute of Technology"
76,"Pharmaceuticals, Self Made",,,"Mumbai, India",India,Married,3,
80,"Real estate, manufacturing, Self Made",,,"Aberdyfi, United Kingdom",United Kingdom,,,
72,"Oil, Self Made",,,"Surgut, Russia",Russia,Married,1,"Bachelor of Arts/Science, Tyumen Industrial Institute"
54,Consumer goods,,,"Delhi, India",India,Married,2,"Master of Science, Columbia University; Master of Business Administration, Judge Business School; Bachelor of Arts/Science, Lehigh University"
52,"Nickel, Self Made",,,"Ningbo, China",China,Married,,
65,"AOL, Self Made",,,"McLean, Virginia",United States,Married,5,"Bachelor of Arts/Science, Williams College"
55,"Testing equipment, Self Made",,,"Suzhou, China",China,Married,,
75,"Real estate, Self Made",,,"Singapore, Singapore",Singapore,Married,4,
83,"Banking, Self Made",,,"Sao Paulo, Brazil",Brazil,Married,3,
66,"Mining, Self Made",,,"Perth, Australia",Australia,Married,6,
98,"Chemicals, Self Made",8,,"New York, New York",United States,Married,1,"Ph.D, Polytechnic Institute"
65,"Investments, Self Made",,,"Palm Beach, Florida",United States,Married,2,"Bachelor of Arts/Science, Harvard University"
76,"Beauty products, Self Made",,,"Geneva, Switzerland",Austria,Married,,"Master of Business Administration, INSEAD"
44,"Data analytics, Self Made",,,"San Francisco, California",Sweden,Married,,"Ph.D, KTH Royal Institute of Technology; Master of Business Administration, Mid Sweden University; Master of Science in Engineering, Mid Sweden University"
55,Diversified,,,"Manila, Philippines",Philippines,Married,,"Bachelor of Science, The Wharton School of the University of Pennsylvania; Bachelor of Science, University of Pennsylvania, School of Engineering and Applied Science"
,"Restaurant, Self Made",,,"Guangzhou, China",China,Married,,
64,"Textiles, paper, Self Made",,,"Ludhiana, India",India,Married,2,
80,"Cruises, Self Made",,,"Lucerne, Switzerland",Norway,Divorced,2,
45,"Construction, investments",,,"Paris, France",Lebanon,Married,3,"Bachelor of Arts/Science, Georgetown University"
79,"Banking, investments, Self Made",,,"Mexico City, Mexico",Mexico,Married,4,
45,"Electric vehicles, Self Made",,,"Guangzhou, China",China,,,"Bachelor of Technology, South China University of Technology"
65,Consumer goods,,,"London, United Kingdom",Germany,Married,,
82,Fashion retail,,,"Kearney, Nebraska",United States,Married,3,
40,"Cloud storage service, Self Made",8,,"Austin, Texas",United States,Single,,"Bachelor of Arts/Science, Massachusetts Institute of Technology"
58,"Chemicals, Self Made",,,"Xuancheng, China",China,Married,,
75,"Textiles, Self Made",,,"Mumbai, India",India,Married,3,
69,"Pharmaceuticals, Self Made",,,"Chengdu, China",China,Married,,
56,"Online games, Self Made",,,"Seoul, South Korea",South Korea,Married,4,"Bachelor of Arts/Science, Seoul National University; Master of Science, Seoul National University"
60,"Real estate, hotels, Self Made",,,"Singapore, Singapore",Singapore,Married,1,
51,"Building materials, Self Made",,,"Moscow, Russia",Russia,Married,4,"Master of Science, Moscow Institute of Physics and Technology"
77,Financial services,,,"Mumbai, India",India,Widowed,2,"Bachelor of Arts/Economics, University of Mumbai"
42,Diversified,,,Switzerland,Poland,,,"London School of Economics; Master, University of Poznan"
77,Real estate,,,"Singapore, Singapore",Singapore,Married,5,
65,Real estate,,,"Singapore, Singapore",Singapore,Married,4,"Bachelor of Arts/Science, Cornell University"
70,Real estate,,,"Singapore, Singapore",Singapore,,,
76,Real estate,,,"Singapore, Singapore",Singapore,Married,4,"Bachelor of Business Administration, Haas School of Business (University of California, Berkeley)"
71,Diversified,,,"Singapore, Singapore",Singapore,Widowed,3,
67,Diversified,,,"Singapore, Singapore",Singapore,Married,,
70,Real estate,,,"Hong Kong, Hong Kong",Hong Kong,Married,3,"Master of Arts, Cambridge University; Master of Business Administration, Harvard Business School"
60,Diversified,,,"Seoul, South Korea",South Korea,Married,2,"Master of Business Administration, Samuel Curtis Johnson Graduate School of Management; Bachelor of Arts/Science, Seoul National University"
72,"Mutual funds, Self Made",,,"Burlington, Canada",Canada,Divorced,5,"Bachelor of Arts/Science, McMaster University"
70,Cruises,,,"Monte Carlo, Monaco",Italy,Divorced,1,"Drop Out, La Sapienza University of Rome"
97,"Fashion retailer, Self Made",,,"London, United Kingdom",United Kingdom,,3,
,Mining,,,"Chifeng, China",China,Widowed,,
48,"Electric vehicles, Self Made",,,"Beijing, China",China,,,"Bachelor of Social Sciences, Peking University"
52,Powdered metal,,,"Helsingborg, Sweden",Sweden,Married,1,
,"Medical equipment, Self Made",,,"Shanghai, China",China,,,
69,"Manufacturing, Self Made",,,"Taipei, Taiwan",Taiwan,Married,2,"Bachelor of Engineering, National Chiao Tung University"
60,"Paper, Self Made",,,"Hong Kong, Hong Kong",Brazil,Married,,
71,"Investments, Self Made",,,"Moscow, Russia",Russia,Married,2,"Masters in Finance, Moscow Institute of International Relations"
80,Drugstores,,,"Vancouver, Canada",Canada,Married,2,
91,"Agribusiness, Self Made",,,"Rondonopolis, Brazil",Brazil,Widowed,5,
69,"Cable TV, investments",,,"Denver, Colorado",United States,Married,3,"Drop Out, Western State College of Colorado"
82,"Cooking appliances, Self Made",,,"Ningbo, China",China,,,
83,"Manufacturing, Self Made",,,"Wotton-under-Edge, United Kingdom",United Kingdom,Married,3,
66,Chemicals,,,"Vadodara, India",India,Married,2,"Bachelor of Science, University of Mumbai"
68,"Real estate, Self Made",,,"Shenzhen, China",China,Married,1,
55,"Clinical diagnostics, Self Made",,,"Zhengzhou, China",China,,,
82,real estate,,,"Tokyo, Japan",Japan,Widowed,2,
57,"Software, Self Made",,,"Tel Aviv, Israel",Israel,Married,,"Bachelor of Arts/Science, Hebrew University, Jerusalem"
,Medical diagnostic equipment,,,"Kobe, Japan",Japan,Widowed,,
60,"Steel, Self Made",,,"Kiev, Ukraine",Ukraine,Married,3,"Bachelor of Arts/Science, Academy of Civil Aviation (Leningrad)"
49,"Energy drinks,investments",,,"Bangkok, Thailand",Thailand,Married,1,"Bachelor of Arts/Economics, Amherst College; Master of Arts, Chulalongkorn University"
57,Investments,,,"Sydney, Australia",Australia,Divorced,3,
58,"Manufacturing, Self Made",,,"Nanjing, China",China,,,
60,"Real estate, Self Made",,,"Beijing, China",China,Married,2,
56,"Medical devices, Self Made",8,,"Audubon, Pennsylvania",United States,Married,,"Master of Science, Temple University; Bachelor of Arts/Science, University of Madras"
38,H&M,,,"Stockholm, Sweden",Sweden,Married,,
50,"Electric scooters, Self Made",,,"Wuxi, China",China,Married,,
58,"Tire, Self Made",,,"Qingdao, China",China,,,
66,"Pharmaceuticals, Self Made",,,"Hyderabad, India",India,Married,2,"Ph.D, Osmania University"
94,"Diversified, Self Made",,,"Jakarta, Indonesia",Indonesia,Married,6,
35,"Music, cosmetics, Self Made",10,,"Los Angeles, California",Barbados,In Relationship,2,
66,"Construction, pipes, chemicals, Self Made",,,"Moscow, Russia",Russia,Married,5,"Master of Arts/Science, Leningrad Institute of Physical Culture"
80,"Real estate, Self Made",,,"Mumbai, India",India,Married,3,"Chartered Accountant, Institute of Chartered Accountants of India; B.Com, Pune University"
51,"Building materials, Self Made",,,"Moscow, Russia",Russia,Married,4,"Master of Science, Moscow Institute of Physics and Technology"
61,Generic drugs,,,"Santo Andre, Brazil",Brazil,Married,,
85,"Real estate, Self Made",,,"Seattle, Washington",United States,Married,3,"Bachelor of Arts/Science, University of Washington"
61,"Refinery, chemicals, Self Made",,,"Kazan, Russia",Russia,,,"Master of Science in Engineering, Moscow Power Engineering Institute, Kazan"
58,"Refinery, chemicals, Self Made",,,"Kazan, Russia",Russia,Married,2,"Master of Science in Engineering, Kazan Institute of Civil Engineering"
97,"retail, Self Made",,,"Saitama, Japan",Japan,Married,3,
48,"Cloud computing, Self Made",,,"Provo, Utah",United States,Married,,"Bachelor of Science, London School of Economics"
46,H&M,,,"Stockholm, Sweden",Sweden,Married,3,
52,Pharmaceuticals,,,"Bangalore, India",India,Married,3,"Bachelor of Commerce, Bangalore University"
57,Pharmaceuticals,,,"Bangalore, India",India,Married,1,"Bachelor of Commerce, Bangalore University"
96,Diversified,,,"New York, New York",United States,Widowed,4,"Bachelor of Arts/Science, Skidmore College"
60,"Fiber optic cables, Self Made",,,"Hangzhou, China",China,Married,,"Associate in Arts/Science, Zhejiang University of Technology"
58,"Logistics, Self Made",,,"Shanghai, China",China,,,
68,"Manufacturing, Self Made",,,"Hangzhou, China",China,Married,,
77,Carbon fiber products,,,"Weihai, China",China,Widowed,,
27,Chemicals,,,"Jiaozuo, China",China,Married,,
84,"Electronic components, Self Made",,,"Zurich, Switzerland",Switzerland,,,
37,Industrial machinery,,,"Joinville, Brazil",Brazil,Married,2,
80,"Money management, Self Made",,,"Paoli, Pennsylvania",United States,Married,3,"Bachelor of Arts/Science, Georgia Institute of Technology; Master of Business Administration, University of Pennsylvania, The Wharton School"
69,"Machinery, Self Made",,,"Nanjing, China",China,,,
54,"Chemicals, Self Made",,,"Meishan, China",China,,,
43,"Drones, Self Made",,,"Shenzhen, China",China,,,
59,"Motors, Self Made",,,"Changzhou, China",China,Married,,
58,"Beverages, Self Made",,,"Hengshui, China",China,,,
63,"Real estate, Self Made",,,"Shanghai, China",Hong Kong,Married,3,
52,Pharmaceuticals,,,"Shenzhen, China",Canada,Divorced,,
61,"Machinery, Self Made",,,"Zhongshan, China",China,Married,,
63,"Real estate, Self Made",,,"Guangzhou, China",China,,,"Master of Business Administration, Murdoch University; Master of Business Administration, Murdoch University"
58,"Real estate, Self Made",,,"Beijing, China",China,Married,2,
60,"Machinery, Self Made",,,"Chongqing, China",China,Married,,
62,"Electrical equipment, Self Made",,,"Ningbo, China",China,Married,,
65,"Real estate, Self Made",,,"Singapore, Singapore",Singapore,Married,5,
58,"Fashion retail, Self Made",,,"Shanghai, China",China,Married,1,"EMBA, Zhejiang University"
64,"Pulp and paper, diversified, Self Made",,,"Saint Petersburg, Russia",Russia,Married,2,"Master of Science, Leningrad Technological Institute of Pulp and Paper Industry"
53,"Damaged cars, Self Made",,,"Dallas, Texas",United States,Married,2,
85,"Chemicals, Self Made",,,"Surabaya, Indonesia",Indonesia,Married,2,"Diploma, High School"
64,"Pharmaceuticals, Self Made",,,"Mumbai, India",India,Married,2,
76,Pharmaceuticals,,,"Baroda, India",India,Married,3,"Bachelor of Arts/Science, Baroda University; Master of Business Administration, Seton Hall University"
73,"Real estate, Self Made",,,"Bangkok, Thailand",Thailand,Married,3,
56,"Banking, development, Self Made",,,"Moscow, Russia",Russia,Married,23,"Bachelor of Science in Engineering, Moscow International University of Business and Information Technologies"
64,"Automotive technology, Self Made",,,"Mevaseret Zion, Israel",Israel,,,
42,"Flipkart, Self Made",,,"Bangalore, India",India,Married,1,"Bachelor of Science in Engineering, Indian Institute of Technology"
83,"Coal, Self Made",,,"Jakarta, Indonesia",Indonesia,Married,4,"Bachelor of Science in Engineering, Beijing University"
60,"Investments, real estate, Self Made",,,"London, United Kingdom",Russia,Widowed,2,"Bachelor of Arts/Science, State University of Management"
70,"Pharmaceuticals, Self Made",,,"Mumbai, India",India,Married,2,
90,"Banking, insurance",,,"Casablanca, Morocco",Morocco,Married,2,"Diploma, Ecole Polytechnique de Lausanne"
66,Diversified,,,"Delhi, India",India,Married,2,"Bachelor of Engineering, Indian Institute of Technology Delhi"
70,"Pharmaceuticals, food",,,"Delhi, India",India,Married,2,
50,"Messaging software, Self Made",,,"Aspen, Colorado",Canada,Married,1,"Master of Philosophy, University of Cambridge; Bachelor of Arts/Science, University of Victoria"
71,"Electronic components, Self Made",,,"Quanzhou, China",China,Married,,
41,"Software, Self Made",,,"Monkton, Maryland",United States,Single,,
58,"Industrial equipment, Self Made",,,"Shanghai, China",China,Married,,
76,"Real estate, electronics, Self Made",,,"Taipei, Taiwan",Taiwan,,,
62,"Minerals processing, Self Made",,,"Tongxiang, China",China,,,
50,"Power tools, Self Made",,,"Shanghai, China",China,,,
65,"Auto parts, Self Made",,,"Taoyuan, Taiwan",Taiwan,Married,2,"Diploma, China University of Technology"
52,"Cell phone distribution, Self Made",,,"Miami Beach, Florida",United States,Married,6,
77,"Investments, Self Made",,,"Madrid, Spain",Spain,Married,4,"Doctor of Jurisprudence, Universidad Complutense de Madrid"
76,"Real estate, Self Made",,,"Buenos Aires, Argentina",Argentina,Married,7,
55,"Food, Self Made",,,"Changsha, China",China,,,
61,"Technology, Self Made",,,"Pune, India",India,Married,2,"Bachelor of Technology, Indian Institute of Technology (IIT) Kharagpur, India; Ph.D, Indiana University - Bloomington"
87,"Media, Self Made",,,"Istanbul, Turkey",Turkey,Married,4,
53,Financial services,,,"Segrate, Italy",Italy,Married,,"Bachelor of Arts/Science, University of Milan"
56,Financial services,,,"Milan, Italy",Italy,Married,2,"Bachelor of Arts/Science, University of Milan"
59,"Vaccines, Self Made",,,"Shenzhen, China",China,Married,,"Master of Business Administration, Jinan University"
67,"Energy, Self Made",,,"Midland, Texas",United States,Married,6,"Bachelor of Science in Engineering, Texas Tech University"
74,"Video games, Self Made",,,"Yokohama City, Japan",Japan,Married,2,
72,"Video games, Self Made",,,"Yokohama City, Japan",Japan,Married,2,
45,"Online payments, Self Made",,,"Montreal, Canada",Canada,Married,,
,"Real estate, Self Made",9,,,United States,,2,"Bachelor of Business Administration, The University of Texas at Austin"
46,Chemical products,,,"Milan, Italy",Italy,,,
66,"Trading, investments, Self Made",,,"Gladwyne, Pennsylvania",United States,Married,3,
59,"Investments, Self Made",,,"Shenzhen, China",China,Married,,
36,"Elevators, escalators",,,"Helsinki, Finland",Finland,Single,,
70,"Real estate, Self Made",,,"Shanghai, China",Macau,Married,2,
,Finance,,,,Malaysia,,,
57,"Asset management, Self Made",,,"New York, New York",United States,Married,6,"Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts, State University of New York at Binghamton"
72,Industrial equipment,,,"Locust Valley, New York",United States,Married,,"Bachelor of Arts/Science, Brandeis University; Law Degree, New York University"
61,"Auto parts, Self Made",,,"Aurangabad, India",India,Married,2,
65,"Manufacturing, Self Made",,,"Dezhou, China",China,Married,,
56,"Manufacturing, Self Made",,,"Fuxin, China",China,,,
63,"Asset management, Self Made",,,"Stockholm, Sweden",Sweden,Married,,
101,"Insurance, Self Made",,,"Los Angeles, California",United States,Married,5,"Bachelor of Arts/Science, Harvard University"
57,"Call centers, Self Made",,,"Singapore, Singapore",France,Married,,
61,"Real estate, gambling, Self Made",,,"Cieszyn, Poland",Poland,,,
55,"Software firm, Self Made",,,"Palo Alto, California",United States,Single,,"Bachelor of Arts/Science, Haverford College; Doctor of Jurisprudence, Stanford University"
58,"Medical devices, Self Made",,,"Irvine, California",United States,Married,3,"Bachelor of Engineering, San Diego State University; Master of Science in Engineering, San Diego State University"
66,"Investments, Self Made",,,"Chestnut Hill, Massachusetts",United States,Married,,"Bachelor of Arts/Science, Cornell University; Master of Business Administration, Harvard University"
82,"video games, Self Made",,,"Tokyo, Japan",Japan,Married,2,"Bachelor of Arts/Science, Kansai University"
70,"Retail, Self Made",,,"Highland Park, Illinois",United States,Married,1,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign"
70,"Software, Self Made",,,"Prague, Czech Republic",Czech Republic,Married,2,
42,"Payments, banking, Self Made",,,"London, United Kingdom",Estonia,Married,,"Masters in Computer Engineering, University of Tartu"
61,Estée Lauder,3,,"Atherton, California",United States,Married,2,"Master of Business Administration, Stanford Business School; Bachelor of Arts/Science, University of Pennsylvania"
56,"Internet, Self Made",,,"Seoul, South Korea",South Korea,Married,2,"Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University"
73,"Genentech, Apple, Self Made",,,"Hillsborough, California",United States,,,"Doctorate, Princeton University; Bachelor of Science, University of Washington"
73,"Seed production, Self Made",,,"Laizhou, China",China,Married,,
61,"Steel, diversified, Self Made",,,"Ruzhou, China",China,Married,,"Associate in Arts/Science, Henan Normal University; EMBA, Peking University"
59,"Petro Firbe, Self Made",,,"Hangzhou, China",China,,,
47,"Machinery, Self Made",,,"Wuhan, China",China,,,
72,"Pharmaceuticals, Self Made",,,"Chengdu, China",China,Married,1,"Medical Doctor, Chongqing Universtiy"
68,Agribusiness,,,"Rondonopolis, Brazil",Brazil,Married,3,
46,"Online games, Self Made",,,"Xiamen, China",China,,,
58,"Medical equipment, Self Made",,,"Hangzhou, China",Hong Kong,,,
67,Agribusiness,,,"Cuiaba, Brazil",Brazil,Married,3,
62,"Diversified, Self Made",,,"Cairo, Egypt",Egypt,Married,4,"Bachelor of Arts/Science, George Washington University"
,"E-commerce, Self Made",,,"Shanghai, China",China,,,
82,"Real estate, Self Made",,,"Los Altos Hills, California",United States,,,"Bachelor of Arts/Economics, San Francisco State"
57,"Laboratory services, Self Made",,,"Nantes, France",France,,,
64,"Finance services, Self Made",,,"Munich, Germany",Germany,Married,2,
,Banking,,,,Malaysia,,,
59,"Aircraft leasing, Self Made",,,"Lugano, Switzerland",Denmark,Single,,
60,"Investments, Self Made",,,"Paradise Valley, Arizona",United States,Married,3,"Bachelor of Arts/Economics, University of California Berkeley"
68,"Investments, energy, Self Made",,,"New York, New York",United States,Married,1,"Doctor of Jurisprudence, Boston University; Bachelor of Arts/Science, University of Connecticut"
60,"Consumer products, banking, Self Made",,,"Ho Chi Minh City, Vietnam",Vietnam,Married,3,
80,"casinos, Self Made",,,"Tokyo, Japan",Japan,Married,3,
55,"Biotech, Self Made",,,Nevada,United States,Married,,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Business Administration, Stanford Graduate School of Business"
,Banking,,,,Malaysia,,,
88,"Defense contractor, Self Made",,,"McLean, Virginia",United States,Married,3,
38,"E-commerce, Self Made",,,"Shanghai, China",China,,,"Bachelor of Arts/Science, Beijing Foreign Studies University"
67,"Real estate, Self Made",,,"Hyderabad, India",India,Married,4,
73,"Infrastructure, Self Made",,,"Bangalore, India",India,Married,3,"Bachelor of Arts/Science, Andhra University"
65,"Pharmaceuticals, Self Made",,,"Hyderabad, India",India,Married,2,
56,Pharmaceuticals,,,"Hyderabad, India",India,Married,2,"Bachelor of Science in Engineering, Osmania University; Master of Science, Purdue University"
76,Supermarkets,,,"Valencia, Spain",Spain,Married,2,
50,"Investments, real estate, Self Made",,,"Moscow, Russia",Russia,Married,3,"Master, Higher School of Privatization and Business"
61,"Chemicals, Self Made",,,Virginia,Russia,Married,3,
78,Diversified,,,"Istanbul, Turkey",Turkey,Widowed,2,
77,Beverages,,,"Tokyo, Japan",Japan,Married,,"Master of Business Administration, Anderson School of Management"
81,"video games, pachinko, Self Made",,,"Tokyo, Japan",Japan,Married,3,
66,"Software, Self Made",,,"Atherton, California",United States,Married,4,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, University of Michigan"
48,Chemicals,,,,Germany,,,
70,"Healthcare, Self Made",,,"Bangalore, India",India,Married,4,"Medical Doctor, University of Mysore"
70,"Refinery, chemicals, Self Made",,,"Kazan, Russia",Russia,Married,2,"Master of Science in Engineering, Kazan State Technical University"
,Banking,,,,Malaysia,,,
51,"Food, retail, Self Made",,,"Gold Coast, Australia",Russia,Married,3,"Master of Science, Tomsk State University"
56,"Machinery, Self Made",,,"Yantai, China",China,Married,,
54,Sports,,,"Tampa, Florida",United States,Married,1,"Masters in Finance, University of Florida; Bachelor of Science, Williams College"
59,Sports,,,"Tampa, Florida",United States,Divorced,4,Sweet Briar College
64,Sports,,,"Tampa, Florida",United States,Married,2,The University of North Carolina at Chapel Hill
64,"Gold, coal mining, Self Made",,,"Chelyabinsk, Russia",Russia,Married,2,"Master of Science, Magnitogorsk Mining and Metallurgical Institute"
69,"Refinery, chemicals, Self Made",,,"Kazan, Russia",Russia,Married,2,"Master of Science in Engineering, Kazan Institute of Civil Engineering"
67,"Meat processing, Self Made",,,"Rheda-Wiedenbrück, Germany",Germany,,,
45,Meat processing,,,"Rheda-Wiedenbrück, Germany",Germany,,,
77,"Real estate, Self Made",,,"Brisbane, Australia",Australia,Married,3,"Diploma, High School"
89,"Hospitals, Self Made",,,"Bangkok, Thailand",Thailand,Married,2,"Medical Doctor, Mahidol University"
63,"Retail, Self Made",,,"Nanjing, China",China,,,
54,"Airline, Self Made",,,"Shanghai, China",China,,,
56,"Electronics components, Self Made",,,"Shenzhen, China",China,Married,,"EMBA, Sun Yat-sen University"
47,"Software, Self Made",,,"Shanghai, China",China,,,"Bachelor of Arts/Science, Zhejiang University"
83,"Health products, Self Made",,,"Grand Cayman, Cayman Islands",St. Kitts and Nevis,Married,3,
50,"Battery components, Self Made",,,"Chengdu, China",China,Married,,"Master of Business Administration, Tsinghua University"
75,"Internet, Self Made",,,"Wuhu, China",China,,,
57,"Medical devices, Self Made",,,"Shenzhen, China",China,Married,,
60,"Software, Self Made",,,"Shenzhen, China",China,,,"EMBA, China Europe International Business School; Bachelor of Science, Southeast University"
54,"Software, Self Made",,,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Fudan University; Doctorate in Pedagogical Sciences, University of Pennsylvania"
54,"Aluminum products, Self Made",,,"Changsha, China",China,,,
52,"Online recruitment, Self Made",,,"Beijing, China",China,,,"Bachelor of Law, Peking University"
56,"Hotels, Self Made",,,"Hong Kong, Hong Kong",Canada,,,"Master of Business Administration, McGill Univeristy"
49,"Mining, Self Made",,,"Kiev, Ukraine",Ukraine,Married,2,"Bachelor of Arts/Science, Kiev State Economic University"
,"Semiconductor materials, Self Made",,,"Jinan, China",China,,,
52,"Banking, Self Made",,,"Jaipur, India",India,Married,2,"Chartered Accountant, Institute of Chartered Accountants of India"
63,Investments,,,"Doha, Qatar",Qatar,Married,,
70,"Pharmaceuticals, Self Made",,,"São Paulo, Brazil",Brazil,Divorced,3,"Bachelor of Arts/Science, Faculdade Dom Pedro II"
